No,TIME,Pos1_Relative@RevJoint1,Pos1_Relative@RevJoint2,Vel1_Relative@RevJoint1,Vel1_Relative@RevJoint2,Acc1_Relative@RevJoint1,Acc1_Relative@RevJoint2
331,3.3,-53.978163,-4.4812582,-4.0624976,3.7138496,62.735465,-55.893306
332,3.31,-56.086563,-2.5662923,-3.3316894,3.0167109,69.632368,-65.107015
333,3.32,-57.765647,-1.0645786,-2.5559079,2.2603543,74.929556,-72.126117
334,3.33,-58.993494,-0.004874255,-1.7492164,1.4638071,78.755948,-77.145182
335,3.34,-59.755507,0.59389293,-0.92344802,0.64280231,81.30321,-80.448715
336,3.35,-60.043373,0.72107782,-0.088650852,-0.18955368,82.754214,-82.306638
337,3.36,-59.854372,0.37330512,0.74601634,-1.0214566,83.229218,-82.895738
338,3.37,-59.191223,-0.44574498,1.571183,-1.8407792,82.754186,-82.253422
339,3.38,-58.062532,-1.7246835,2.3762017,-2.6334972,81.252638,-80.265674
340,3.39,-56.483703,-3.4430418,3.1483954,-3.3825672,78.563796,-76.693223
341,3.4,-54.478079,-5.5695746,3.8729229,-4.0676992,74.489766,-71.239873
342,3.41,-52.077842,-8.0608804,4.5335694,-4.6664735,68.87302,-63.664912
343,3.42,-49.324199,-10.861048,5.1144171,-5.1567469,61.680852,-53.90653
344,3.43,-46.266497,-13.902864,5.6020384,-5.519848,53.06837,-42.175588
345,3.44,-42.960235,-17.110636,5.9874248,-5.7434432,43.381885,-28.964871
346,3.45,-39.464367,-20.404113,6.2669051,-5.822994,33.092648,-14.958343
347,3.46,-35.838506,-23.702617,6.4417592,-5.7613614,22.687824,-0.87727946
348,3.47,-32.140644,-26.928531,6.5168215,-5.5669367,12.566759,12.669222
349,3.48,-28.425704,-30.00963,6.4986961,-5.2511564,2.9805618,25.275094
350,3.49,-24.745,-32.88014,6.3941631,-4.8262111,-5.9753455,36.754715
351,3.5,-21.146401,-35.480753,6.2090904,-4.3033975,-14.329965,47.105815
352,3.51,-17.674937,-37.757939,5.947902,-3.692196,-22.189216,56.448703
353,3.52,-14.373586,-39.662893,5.6134936,-2.9999359,-29.690298,64.966907
354,3.53,-11.284042,-41.150375,5.2074343,-2.2318355,-36.967387,72.862331
355,3.54,-8.4473493,-42.177613,4.730308,-1.391229,-44.130878,80.327876
356,3.55,-5.9043443,-42.703315,4.1820903,-0.47985064,-51.258144,87.534517
357,3.56,-3.6959,-42.686844,3.5625032,0.50188432,-58.391851,94.62717
358,3.57,-1.8629738,-42.08755,2.8713583,1.5545724,-65.540281,101.7216
359,3.58,-0.44644849,-40.864321,2.1089247,2.6794234,-72.675664,108.89727
360,3.59,0.51336478,-38.975551,1.2766337,3.8773214,-79.711286,116.15895
361,3.6,0.97785367,-36.379979,0.37843399,5.1469265,-86.450412,123.35999
362,3.61,0.91257125,-33.039435,-0.576252,6.480462,-92.462536,130.02236
363,3.62,0.292404,-28.925401,-1.5666244,7.8553409,-96.845673,134.99938
364,3.63,-0.88842796,-24.03244,-2.5502128,9.2195686,-97.854452,135.94831
365,3.64,-2.5997015,-18.401108,-3.4496333,10.47288,-92.579518,128.87022
366,3.65,-4.7542579,-12.14714,-4.1472476,11.458585,-77.367456,108.67036
367,3.66,-7.1951622,-5.4798626,-4.5100675,11.997275,-49.977146,72.13616
368,3.67,-9.7085131,1.3145606,-4.4498464,11.969461,-12.644309,22.191116
369,3.68,-12.063333,7.927134,-3.9715916,11.382424,27.668883,-31.738779
370,3.69,-14.055674,14.085737,-3.1609696,10.352627,63.264432,-79.232718
371,3.7,-15.534143,19.58908,-2.1319759,9.0333226,89.687722,-114.36454
372,3.71,-16.403277,24.310145,-0.98518024,7.5571461,106.34895,-136.53328
373,3.72,-16.613906,28.181903,0.20703824,6.0163331,114.93088,-148.23196
374,3.73,-16.150084,31.17869,1.3980901,4.4668222,117.71375,-152.71138
375,3.74,-15.017727,33.30035,2.5597441,2.9393037,116.68152,-152.73836
376,3.75,-13.236447,34.561227,3.6752116,1.4494695,113.25834,-150.23506
377,3.76,-10.834327,34.983553,4.7342743,0.0053260128,108.35696,-146.35459
378,3.77,-7.8449272,34.594232,5.7299863,-1.387789,102.49979,-141.6592
379,3.78,-4.3059112,33.424057,6.6563785,-2.7237653,95.926078,-136.28482
380,3.79,-0.25905812,31.50896,7.5062625,-3.9925412,88.634288,-130.01333
381,3.8,4.248332,28.893217,8.2687743,-5.176763,80.378886,-122.2859
382,3.81,9.1604716,25.634714,8.9265114,-6.2480744,70.6421,-112.18273
383,3.82,14.408631,21.812063,9.4529977,-7.164095,58.646456,-98.462282
384,3.83,19.906131,17.532117,9.8125399,-7.8689815,43.518297,-79.813194
385,3.84,25.545175,12.93443,9.9655082,-8.301759,24.703988,-55.456234
386,3.85,31.198846,8.1879754,9.8802817,-8.4139497,2.5528959,-25.964786
387,3.86,36.730181,3.4775822,9.5472429,-8.1897177,-21.351626,6.2938676
388,3.87,42.006161,-1.0166306,8.985482,-7.6552281,-44.567935,37.730596
389,3.88,46.911128,-5.1388484,8.2370135,-6.8700004,-64.753876,64.925378
390,3.89,51.354805,-8.7692373,7.3531272,-5.9070223,-80.510377,85.840335
391,3.9,55.273647,-11.825909,6.3816653,-4.834236,-91.600919,100.13253
392,3.91,58.627341,-14.259782,5.3601142,-3.7044151,-98.63705,108.6989
393,3.92,61.39314,-16.046253,4.3141952,-2.5530155,-102.60695,112.99294
394,3.93,63.560125,-17.176717,3.2595399,-1.4005582,-104.51267,114.4948
395,3.94,65.124459,-17.651529,2.204365,-0.25653792,-105.18255,114.43295
396,3.95,66.086005,-17.474979,1.1521829,0.87655768,-105.20633,113.68402
397,3.96,66.446323,-16.652318,0.10420415,1.999652,-104.93402,112.76763
398,3.97,66.20801,-15.188789,-0.93834046,3.1136045,-104.48098,111.85271
399,3.98,65.375446,-13.090754,-1.9716788,4.2154712,-103.71622,110.74201
400,3.99,63.957126,-10.369151,-2.9866049,5.2942594,-102.23381,108.83322
401,4,61.969611,-7.0453296,-3.9655838,6.326698,-99.343196,105.10698
402,4.01,59.4426,-3.1585352,-4.8812646,7.2750224,-94.159784,98.257286
403,4.02,56.423489,1.2272738,-5.6987816,8.0901532,-85.887727,87.094485
404,4.03,52.978845,6.0209511,-6.3833878,8.7224775,-74.269659,71.186446
405,4.04,49.190751,11.10897,-6.9111846,9.1371288,-59.943003,51.372236
406,4.05,45.148517,16.366913,-7.2768093,9.32513,-44.355986,29.657491
407,4.06,40.938858,21.673304,-7.4933482,9.3036774,-29.221251,8.4556615
408,4.07,36.638253,26.920578,-7.5853375,9.1066314,-15.873042,-10.317851
409,4.08,32.309254,32.020648,-7.5803047,8.7728423,-4.955491,-25.691889
410,4.09,28.000449,36.905427,-7.5026624,8.3376696,3.5243199,-37.575475
411,4.1,23.748799,41.524,-7.3706519,7.8286243,9.9754729,-46.461511
412,4.11,19.582922,45.838465,-7.1959759,7.2647753,14.970229,-53.077106
413,4.12,15.526344,49.819742,-6.9846829,6.6578798,19.076275,-58.152067
414,4.13,11.600242,53.444049,-6.738478,6.014093,22.772418,-62.303146
415,4.14,7.8255278,56.690208,-6.4560091,5.3356204,26.422068,-65.999217
416,4.15,4.2242896,59.537762,-6.1339598,4.6220702,30.277309,-69.569754
417,4.16,0.82069395,61.965735,-5.7679194,3.8714588,34.495127,-73.230677
418,4.17,-2.358553,63.951879,-5.3530516,3.0809066,39.15623,-77.113704
419,4.18,-5.2840777,65.472245,-4.8845893,2.2470723,44.282898,-81.293524
420,4.19,-7.9239569,66.500959,-4.3581857,1.3663971,49.854537,-85.809519
421,4.2,-10.243969,67.010031,-3.7700487,0.43502378,55.827314,-90.69473
422,4.21,-12.20791,66.969149,-3.1169915,-0.55127829,62.146251,-95.985048
423,4.22,-13.77785,66.345315,-2.3962336,-1.5975174,68.765942,-101.74429
424,4.23,-14.91423,65.102201,-1.6050026,-2.7100669,75.670716,-108.08473
425,4.24,-15.575649,63.199103,-0.73991308,-3.897477,82.896207,-115.18892
426,4.25,-15.718246,60.589356,0.2038779,-5.1715352,90.551467,-123.33351
427,4.26,-15.294583,57.218157,1.2335885,-6.5483435,98.831197,-132.8984
428,4.27,-14.25209,53.019887,2.3595242,-8.0491194,108.00611,-144.35119
429,4.28,-12.531613,47.915672,3.59445,-9.6991215,118.33043,-158.1172
430,4.29,-10.067967,41.813854,4.9484117,-11.520255,129.70758,-174.11465
431,4.3,-6.7981827,34.621293,6.4103381,-13.505239,140.69763,-190.37048
432,4.31,-2.6909921,26.284431,7.8991749,-15.54916,146.155,-199.71821
433,4.32,2.1852437,16.884234,9.1817555,-17.334374,134.2237,-185.58701
434,4.33,7.58158,6.7496551,9.8722569,-18.329046,90.774663,-128.17379
435,4.34,13.084294,-3.5634154,9.6968807,-18.155467,18.566471,-31.152668
436,4.35,18.259735,-13.472634,8.7472474,-16.942422,-57.120063,70.485454
437,4.36,22.785233,-22.549994,7.3313014,-15.117047,-113.43642,145.18679
438,4.37,26.479424,-30.562403,5.7221291,-13.054948,-145.09029,185.86889
439,4.38,29.269511,-37.424493,4.0806394,-10.972763,-157.79608,200.76862
440,4.39,31.147632,-43.13649,2.4820996,-8.9656703,-159.16801,200.72905
441,4.4,32.138348,-47.737878,0.9547195,-7.0617475,-154.88135,193.83787
442,4.41,32.279676,-51.280323,-0.49456646,-5.258632,-148.24618,184.82033
443,4.42,31.613709,-53.81435,-1.8668315,-3.5427013,-140.89973,176.00215
444,4.43,30.182674,-55.384007,-3.1652741,-1.8979959,-133.52942,168.31441
445,4.44,28.027544,-56.025491,-4.3933023,-0.30961646,-126.37835,161.99677
446,4.45,25.187528,-55.767411,-5.5544407,1.2354508,-119.53534,157.00341
447,4.46,21.69958,-54.631412,-6.6530444,2.7488225,-113.08536,153.22592
448,4.47,17.597692,-52.632743,-7.6949086,4.2411556,-107.15273,150.56417
449,4.48,12.912042,-49.780798,-8.6874314,5.7222086,-101.88576,148.92493
450,4.49,7.6684609,-46.08013,-9.6386609,7.199535,-97.377221,148.13007
451,4.5,1.8891879,-41.533214,-10.554214,8.6743546,-93.495947,147.698
452,4.51,-4.4032671,-36.147433,-11.430242,10.132009,-89.56716,146.40963
453,4.52,-11.176104,-29.950448,-12.240043,11.52369,-83.842467,141.58193
454,4.53,-18.366888,-23.018205,-12.915014,12.740679,-72.94554,128.32656
455,4.54,-25.857451,-15.511546,-13.335104,13.602865,-52.32118,100.2546
456,4.55,-33.459041,-7.6956653,-13.364167,13.911132,-19.377967,53.969322
457,4.56,-40.93397,0.092870067,-12.93568,13.569695,22.106465,-4.7726426
458,4.57,-48.049674,7.5248766,-12.105764,12.660168,62.69656,-62.226011
459,4.58,-54.627014,14.348483,-11.009812,11.37851,93.962366,-106.18588
460,4.59,-60.556711,20.413163,-9.7840989,9.9225761,113.03497,-132.45757
461,4.6,-65.789349,25.655598,-8.5243774,8.4322293,121.65975,-143.50897
462,4.61,-70.31576,30.071368,-7.2837768,6.985573,123.25996,-144.28008
463,4.62,-74.14888,33.688425,-6.0850473,5.6159456,121.00195,-139.40185
464,4.63,-77.311036,36.548199,-4.9334751,4.3303931,117.10547,-132.17079
465,4.64,-79.826252,38.693939,-3.8253209,3.1219117,112.9121,-124.62236
466,4.65,-81.716133,40.164269,-2.752755,1.9768027,109.14176,-117.88139
467,4.66,-82.997854,40.989929,-1.7063071,0.87846775,106.14378,-112.51612
468,4.67,-83.683273,41.19225,-0.67590829,-0.19084775,104.07451,-108.79307
469,4.68,-83.778491,40.782418,0.34885961,-1.2494979,103.00936,-106.84103
470,4.69,-83.283555,39.761021,1.3788325,-2.3163648,103.00131,-106.73814
471,4.7,-82.192132,38.117669,2.4254265,-3.4109475,104.1067,-108.55156
472,4.71,-80.491179,35.830681,3.5006371,-4.5532275,106.38294,-112.33585
473,4.72,-78.160911,32.867277,4.6162685,-5.7623983,109.83641,-118.05667
474,4.73,-75.17575,29.185299,5.7815887,-7.0533391,114.30015,-125.41494
475,4.74,-71.507875,24.738718,6.9974293,-8.4279888,119.15609,-133.4483
476,4.75,-67.136195,19.491005,8.244208,-9.858106,122.83727,-139.82391
477,4.76,-62.064031,13.440927,9.4638827,-11.259574,122.2574,-140.03919
478,4.77,-56.344147,6.6586991,10.548323,-12.476142,113.04852,-127.78425
479,4.78,-50.096872,-0.68786884,11.363789,-13.314659,92.047189,-98.495892
480,4.79,-43.499948,-8.347609,11.818929,-13.642063,61.025113,-54.658869
481,4.8,-36.749358,-16.041791,11.916101,-13.458938,26.819834,-6.0112852
482,4.81,-30.017791,-23.523851,11.732202,-12.873547,-3.3200114,37.022328
483,4.82,-23.43353,-30.610682,11.363153,-12.023951,-25.709929,68.980487
484,4.83,-17.080685,-37.183809,10.885857,-11.023979,-40.38969,89.65826
485,4.84,-11.01041,-43.17474,10.348039,-9.9480853,-49.317777,101.61236
486,4.85,-5.2539333,-48.547383,9.7731077,-8.8374729,-54.768028,107.91162
487,4.86,0.16682029,-53.283432,9.1680258,-7.7104329,-58.594796,111.10654
488,4.87,5.2321162,-57.372365,8.5304137,-6.5718188,-62.039076,112.94312
489,4.88,9.9203422,-60.80541,7.8534426,-5.4194226,-65.811096,114.47412
490,4.89,14.206142,-63.57232,7.1289473,-4.2478572,-70.236719,116.2624
491,4.9,18.05998,-65.659896,6.3492602,-3.0506765,-75.391384,118.56618
492,4.91,21.44856,-67.051462,5.508172,-1.821356,-81.203004,121.47676
493,4.92,24.335602,-67.726672,4.601166,-0.55332787,-87.534737,125.02746
494,4.93,26.682685,-67.661323,3.6252281,0.76031748,-94.240774,129.25218
495,4.94,28.449814,-66.826797,2.5781175,2.1277556,-101.22096,134.2466
496,4.95,29.595474,-65.1889,1.457221,3.5597412,-108.46675,140.21457
497,4.96,30.075909,-62.705817,0.25799855,5.0713617,-116.10375,147.51289
498,4.97,29.843438,-59.324983,-1.0278666,6.6841062,-124.4256,156.68726
499,4.98,28.84374,-54.978789,-2.4143344,8.4279727,-133.90638,168.48685
500,4.99,27.012517,-49.579694,-3.9217299,10.34203,-145.12849,183.76611
501,5,24.273662,-43.017646,-5.5722626,12.4678,-158.41168,202.97336
502,5.01,20.546544,-35.170451,-7.3674703,14.817444,-172.4844,224.3007
503,5.02,15.78403,-25.957338,-9.2157072,17.271904,-180.7106,238.39757
504,5.03,10.072235,-15.479104,-10.797367,19.391995,-165.68086,220.80529
505,5.04,3.7449407,-4.179119,-11.580336,20.439306,-107.4249,143.4225
506,5.05,-2.6738398,7.2353633,-11.282722,20.021948,-15.967349,19.983626
507,5.06,-8.691145,18.100459,-10.151825,18.48374,70.07067,-95.885979
508,5.07,-13.986717,27.992035,-8.6126866,16.4145,125.96613,-169.91133
509,5.08,-18.411838,36.723025,-6.9636813,14.22565,151.9224,-202.56047
510,5.09,-21.93082,44.260812,-5.3510266,12.114653,158.15111,-208.25324
511,5.1,-24.566556,50.650359,-3.8294477,10.149835,154.15563,-200.40565
512,5.11,-26.366037,55.965367,-2.4109179,8.3387289,145.95386,-187.54228
513,5.12,-27.382695,60.283129,-1.0912609,6.665654,136.62842,-174.05242
514,5.13,-27.669019,63.673968,0.13760625,5.109238,127.46728,-161.77854
515,5.14,-27.274441,66.198289,1.2828689,3.6495913,118.83993,-151.23596
516,5.15,-26.245449,67.907014,2.3495606,2.2705442,110.72609,-142.34846
517,5.16,-24.626326,68.84316,3.340889,0.95968153,102.99726,-134.84033
518,5.17,-22.459756,69.043502,4.2591141,-0.29244679,95.547425,-128.422
519,5.18,-19.787025,68.53988,5.1065057,-1.4933101,88.34192,-122.86488
520,5.19,-16.647751,67.35999,5.8862006,-2.649454,81.426965,-118.03122
521,5.2,-13.079268,65.527733,6.6027354,-3.7671862,74.911309,-113.85922
522,5.21,-9.1157756,63.063238,7.2623089,-4.8530881,68.942002,-110.34653
523,5.22,-4.7874622,59.982694,7.8726986,-5.9141687,63.673312,-107.52088
524,5.23,-0.11978956,56.298262,8.4427723,-6.9575375,59.22935,-105.39822
525,5.24,4.8667508,52.01843,8.9814194,-7.9893002,55.652927,-103.91692
526,5.25,10.155948,47.149461,9.4955078,-9.0120755,52.823531,-102.82399
527,5.26,15.733431,41.699087,9.9861212,-10.020067,50.315406,-101.47409
528,5.27,21.581155,35.684334,10.442034,-10.990239,47.165982,-98.502842
529,5.28,27.667174,29.145722,10.83006,-11.869184,41.590393,-91.430623
530,5.29,33.930425,22.168163,11.086099,-12.56119,30.932721,-76.610615
531,5.3,40.265706,14.901125,11.120007,-12.935992,12.571464,-50.523677
532,5.31,46.521849,7.5598133,10.849971,-12.877822,-13.811889,-12.963202
533,5.32,52.523486,0.3931153,10.252733,-12.355868,-44.419831,30.475841
534,5.33,58.107248,-6.3684004,9.3808369,-11.447483,-72.933048,70.717639
535,5.34,63.149979,-12.552662,8.3290887,-10.289824,-94.427561,100.74982
536,5.35,67.57685,-18.057471,7.1889065,-9.0147692,-107.488,118.58692
537,5.36,71.353751,-22.839402,6.0247311,-7.7152146,-113.44103,126.16595
538,5.37,74.473863,-26.894299,4.8724652,-6.442674,-114.6314,126.89136
539,5.38,76.94512,-30.238977,3.7469265,-5.21778,-113.24638,123.95672
540,5.39,78.781167,-32.897877,2.6501804,-4.0422018,-110.8652,119.69078
541,5.4,79.99568,-34.89456,1.5773343,-2.9069763,-108.47814,115.57863
542,5.41,80.599203,-36.246828,0.52015635,-1.7977944,-106.63791,112.47167
543,5.42,80.597554,-36.964161,-0.53098967,-0.69789644,-105.62237,110.81709
544,5.43,79.991099,-37.046463,-1.5862576,0.41052323,-105.55865,110.83367
545,5.44,78.774431,-36.483483,-2.6559956,1.5457015,-106.50208,112.62311
546,5.45,76.936248,-35.254596,-3.7506087,2.7259259,-108.4749,116.22266
547,5.46,74.459398,-33.328962,-4.8802611,3.9688907,-111.46846,121.60521
548,5.47,71.321508,-30.666669,-6.0535195,5.2894365,-115.37339,128.57146
549,5.48,67.497053,-27.222118,-7.2740734,6.6945223,-119.82805,136.52954
550,5.49,62.962815,-22.952461,-8.5331388,8.1719999,-123.88037,144.00836
551,5.5,57.70981,-17.83542,-9.7954674,9.6704026,-125.4487,147.8963
552,5.51,51.764133,-11.899844,-10.981635,11.07384,-120.89411,142.86126
553,5.52,45.212085,-5.2620639,-11.964637,12.197901,-105.83145,122.55782
554,5.53,38.211609,1.8577727,-12.609465,12.847133,-78.265701,84.134713
555,5.54,30.971706,9.1654736,-12.844954,12.918287,-41.787806,32.788511
556,5.55,23.708252,16.356735,-12.697672,12.449506,-4.1104777,-20.322522
557,5.56,16.605432,23.173574,-12.256577,11.570882,28.036136,-65.349127
558,5.57,9.8002444,29.428125,-11.617561,10.425563,51.946432,-98.137659
559,5.58,3.3864641,34.998407,-10.852591,9.1248398,68.313529,-119.42742
560,5.59,-2.5730109,39.811512,-10.00479,7.7396896,79.291229,-132.15249
561,5.6,-8.033575,43.825692,-9.0951004,6.3088747,87.076376,-139.43849
562,5.61,-12.959504,47.016333,-8.13081,4.8500429,93.311485,-143.73495
563,5.62,-17.31808,49.366435,-7.1120434,3.368195,99.021602,-146.70151
564,5.63,-21.076508,50.860741,-6.0359642,1.8612325,104.74582,-149.36467
565,5.64,-24.200576,51.482176,-4.898945,0.3228853,110.71655,-152.3447
566,5.65,-26.654166,51.209457,-3.6972191,-1.2562803,117.02057,-156.05928
567,5.66,-28.398967,50.015134,-2.4267173,-2.8887403,123.70698,-160.85043
568,5.67,-29.394,47.863574,-1.0823642,-4.5905266,130.8592,-167.06922
569,5.68,-29.594932,44.708962,0.34228999,-6.3811634,138.59668,-175.06553
570,5.69,-28.953936,40.494375,1.8534718,-8.2808448,146.94435,-185.0006
571,5.7,-27.422594,35.15544,3.4496673,-10.299379,155.39448,-196.23581
572,5.71,-24.964308,28.637564,5.0994322,-12.404659,161.78248,-205.76392
573,5.72,-21.588195,20.943557,6.6933824,-14.454944,160.19084,-205.27367
574,5.73,-17.410572,12.220264,7.9907781,-16.12324,139.89,-179.64428
575,5.74,-12.703563,2.8279384,8.6772561,-16.976542,92.395196,-116.76823
576,5.75,-7.8506502,-6.7196561,8.5972558,-16.799193,25.465049,-27.099508
577,5.76,-3.2235414,-15.92482,7.8787772,-15.767214,-39.410225,59.765441
578,5.77,0.90955078,-24.432156,6.7824959,-14.239132,-86.222162,121.79394
579,5.78,4.3995727,-32.049316,5.5300526,-12.517628,-112.23694,155.36492
580,5.79,7.1886589,-38.707316,4.2561919,-10.783377,-122.33636,167.40506
581,5.8,9.2750613,-44.411235,3.0282519,-9.1226229,-122.64145,166.51863
582,5.81,10.686479,-49.202848,1.8743545,-7.5668053,-117.80698,159.22738
583,5.82,11.463753,-53.137908,0.80320345,-6.1204935,-110.67906,149.49658
584,5.83,11.65223,-56.274304,-0.18486799,-4.777077,-102.76445,139.3933
585,5.84,11.297764,-58.666829,-1.0924675,-3.5265925,-94.761452,129.83006
586,5.85,10.445149,-60.365485,-1.9228116,-2.3592013,-86.94342,121.10277
587,5.86,9.137643,-61.415429,-2.6789944,-1.2663899,-79.39333,113.22168
588,5.87,7.41688,-61.857533,-3.3639331,-0.2411747,-72.127021,106.08824
589,5.88,5.3228305,-61.729078,-3.9805598,0.72210079,-65.15079,99.581113
590,5.89,2.8936898,-61.064345,-4.5320726,1.6281699,-58.484448,93.598312
591,5.9,0.16569543,-59.895065,-5.0220474,2.4810783,-52.1598,88.059995
592,5.91,-2.8270804,-58.250771,-5.4544446,3.2843626,-46.213081,82.905617
593,5.92,-6.0528928,-56.159101,-5.8334675,4.041063,-40.672552,78.081903
594,5.93,-9.4823606,-53.646153,-6.1632736,4.7535561,-35.544592,73.526837
595,5.94,-13.088293,-50.737003,-6.4475333,5.4231767,-30.798846,69.15032
596,5.95,-16.84521,-47.456513,-6.6888174,6.0495897,-26.351892,64.810974
597,5.96,-20.728458,-43.830594,-6.8877897,6.6298646,-22.048784,60.288653
598,5.97,-24.712795,-39.888091,-7.0421963,7.1572398,-17.643367,55.254561
599,5.98,-28.770373,-35.66342,-7.1457241,7.6196785,-12.782976,49.247434
600,5.99,-32.868129,-31.199957,-7.1869963,7.9985985,-7.0124711,41.677147
601,6,-36.964883,-26.553753,-7.1493109,8.2686262,0.17487231,31.894229
602,6.01,-41.008879,-21.796577,-7.0120638,8.3996817,9.2080957,19.368444
603,6.02,-44.936964,-17.016622,-6.7546494,8.3624723,20.230323,3.9755227
604,6.03,-48.676585,-12.315298,-6.3624034,8.1367398,32.893179,-13.723663
605,6.04,-52.150849,-7.7998065,-5.8321694,7.7188506,46.313321,-32.433832
606,6.05,-55.285358,-3.5733854,-5.1742574,7.1242345,59.298575,-50.452352
607,6.06,-58.014501,0.27352813,-4.4095033,6.382948,70.7498,-66.236547
608,6.07,-60.285297,3.6685437,-3.5633048,5.5310646,79.996503,-78.871078
609,6.08,-62.058225,6.5582288,-2.6598705,4.6024679,86.894449,-88.196806
610,6.09,-63.305711,8.9056957,-1.7187398,3.6239279,91.706863,-94.634934
611,6.1,-64.009473,10.68657,-0.75380583,2.6137661,94.897888,-98.889101
612,6.11,-64.157749,11.88484,0.22596145,1.5829581,96.950448,-101.68357
613,6.12,-63.743115,12.489581,1.2149038,0.53752034,98.246309,-103.59037
614,6.13,-62.761224,12.493057,2.2087501,-0.51863661,99.005187,-104.94059
615,6.14,-61.210657,11.890478,3.2025118,-1.5805816,99.252512,-105.77653
616,6.15,-59.094033,10.681615,4.1881829,-2.6389456,98.795571,-105.81644
617,6.16,-56.420477,8.8744383,5.1522522,-3.6762454,97.203149,-104.42547
618,6.17,-53.209427,6.4907244,6.0733905,-4.6634893,93.810266,-100.62475
619,6.18,-49.495318,3.5729331,6.9213446,-5.5585771,87.800363,-93.214103
620,6.19,-45.331876,0.19052048,7.6586954,-6.3088821,78.423507,-81.091702
621,6.2,-40.794057,-3.5571812,8.2466921,-6.8597483,65.340948,-63.754981
622,6.21,-35.975845,-7.5441245,8.6540562,-7.1673064,48.937923,-41.755528
623,6.22,-30.983709,-11.627038,8.864698,-7.2097778,30.355428,-16.749938
624,6.23,-25.927701,-15.658452,8.880138,-6.9912025,11.147812,8.9883769
625,6.24,-20.913232,-19.498849,8.7156494,-6.5360652,-7.2499728,33.338611
626,6.25,-16.035652,-23.024834,8.393526,-5.8796265,-23.891548,54.875449
627,6.26,-11.378167,-26.13241,7.9367737,-5.0586143,-38.414006,73.025965
628,6.27,-7.0122789,-28.736473,7.3654473,-4.1055488,-50.893095,87.879685
629,6.28,-2.9996039,-30.76803,6.6952024,-3.04613,-61.647358,99.921146
630,6.29,0.60596433,-32.170668,5.9376359,-1.899229,-71.053552,109.76712
631,6.3,3.7563956,-32.897195,5.1013581,-0.67801316,-79.436374,118.00343
632,6.31,6.4082704,-32.906969,4.1933218,0.60842841,-87.014541,125.09725
633,6.32,8.5222916,-32.164193,3.2202974,1.9531123,-93.873139,131.34467
634,6.33,10.063745,-30.637539,2.190684,3.3485748,-99.931941,136.81239
635,6.34,11.004379,-28.301818,1.1174027,4.7826485,-104.86273,141.20904
636,6.35,11.326571,-25.142968,0.022639207,6.2315468,-107.93848,143.6629
637,6.36,11.03111,-21.168311,-1.0546816,7.649012,-107.80088,142.38531
638,6.37,10.149581,-16.423514,-2.049999,8.9533059,-102.28812,134.4147
639,6.38,8.7594648,-11.013749,-2.870037,10.022116,-88.765241,116.05893
640,6.39,6.9938961,-5.1179195,-3.4091425,10.714335,-65.528782,84.834227
641,6.4,5.0342303,1.0205369,-3.5896439,10.925359,-33.876349,42.346359
642,6.41,3.0821362,7.1310024,-3.4004394,10.640347,1.3215164,-4.885352
643,6.42,1.3243636,12.963167,-2.8983143,9.9361837,33.915513,-48.572688
644,6.43,-0.092280031,18.320501,-2.1748185,8.9359439,59.538219,-82.873551
645,6.44,-1.0690533,23.070554,-1.3209317,7.7604552,76.771861,-105.99043
646,6.45,-1.5507484,27.138028,-0.40867912,6.5034178,86.40746,-119.13263
647,6.46,-1.5158303,30.490794,0.51177363,5.2279794,90.166004,-124.74011
648,6.47,-0.96635998,33.125927,1.408038,3.9729222,89.806293,-125.25052
649,6.48,0.080088159,35.058771,2.2600915,2.7605876,86.739001,-122.57248
650,6.49,1.5961386,36.315497,3.0558126,1.6033762,81.961072,-118.00492
651,6.5,3.5483486,36.928548,3.7878701,0.50826191,76.124189,-112.34259
652,6.51,5.8994963,36.934178,4.4516657,-0.52024828,69.627769,-106.01488
653,6.52,8.6098913,36.371372,5.0440342,-1.4783336,62.700487,-99.210649
654,6.53,11.637986,35.281712,5.5622664,-2.3615833,55.448982,-91.953525
655,6.54,14.94046,33.709893,6.0033464,-3.1641065,47.888328,-84.152725
656,6.55,18.471881,31.704728,6.3632873,-3.8778373,39.958832,-75.632964
657,6.56,22.184019,29.320494,6.6366079,-4.4920741,31.540985,-66.160105
658,6.57,26.024957,26.618393,6.8161006,-4.9934457,22.479838,-55.478139
659,6.58,29.938252,23.667796,6.89313,-5.3666186,12.628575,-43.37091
660,6.59,33.862514,20.54673,6.8587008,-5.59605,1.9142478,-29.752393
661,6.6,37.73185,17.341047,6.7053348,-5.6688129,-9.586321,-14.76833
662,6.61,41.477475,14.141867,6.4293892,-5.5779496,-21.591813,1.1347819
663,6.62,45.030458,11.041394,6.033013,-5.3252061,-33.622347,17.227826
664,6.63,48.325123,8.1278709,5.5248517,-4.9219141,-45.084875,32.628738
665,6.64,51.302302,5.4807994,4.919097,-4.3874883,-55.411938,46.504637
666,6.65,53.911685,3.1675258,4.2332722,-3.7461302,-64.192297,58.25875
667,6.66,56.1129,1.2417134,3.4856504,-3.0230531,-71.238889,67.624722
668,6.67,57.875357,-0.25640068,2.6931794,-2.2414651,-76.577692,74.647442
669,6.68,59.177269,-1.2985364,1.8703618,-1.4209537,-80.380406,79.583241
